,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,-1.39618108013276,0.32490781691942594,-0.634377504984879,-0.216146548999264,-0.9197783511988449,-1.345703639722905,-2.780002996760932,-2.1551869963385,-2.182813403696744,-3.5903291943852214,-0.8441877020997366,-2.0959875852827565,-1.6425738607838472,-0.6030205898950673,-0.5754432956479996,-3.0401968431374247,-0.7669445231007075,-0.02665468076274613,-0.6975977780278215,0.06895608846569456,0.0
1,-1.1263547177354212,-1.7511143912786034,-1.7664461606950075,-0.9083486890339396,-3.8596692197140694,-2.2446027950181877,-0.33773498180232453,1.6136852083450925,1.0689569736229645,-1.1708876190093027,-0.9603154510638261,0.33067841883319304,-0.4636793330639535,0.2851778466378774,-1.2372421530634747,0.37836382652885103,-0.7951041046998883,-0.6885514002479907,0.5989005848378605,-1.5816655931214185,0.0
2,0.830987723397625,-0.021522424109447602,2.3380554818939165,2.5337256696333905,3.7908829906884307,0.41719487996371696,5.201917301254427,0.7657930381174136,2.023506398717918,1.5439976558909523,1.9469701346924535,0.7829418120317799,-1.1271888087796509,0.4601968701046093,1.6430058602834665,3.5126738632104333,0.5282944215452029,0.9173224431928548,0.07316756103686584,-0.8153306441060584,0.0
3,-1.4354924350229739,1.2424053749584163,0.013763089568648468,-0.18568357523252454,-0.5196483715990554,0.06603857917394307,1.17190327193086,0.1771837323389276,1.3235382500595898,0.590062957978658,0.4188505959314982,0.24454770432944795,-1.299397560637004,1.0286461457190188,0.7515231552370161,0.1454544301913816,1.1057588556935443,-0.27703783997689135,1.4346417759542691,-1.574580232525918,0.0
4,1.1632779492587866,4.528432503276931,2.5154094900990174,2.7159935906116246,2.7621076718363877,2.069318911684791,2.1046169441542792,1.2167728641581985,4.488536628304312,2.9895317479229178,2.7815236468771944,3.0430923264068395,3.3335678242209763,3.0440458668016745,3.2716912061349843,2.069068264896214,5.651924047535437,1.639932375104305,3.930117096503322,4.570772073230302,0.0
5,-0.6960343290130291,3.2078624917205563,0.36496354780041806,0.2828440955485012,0.5214534206252976,1.9188514218425774,1.6132867476062258,0.27795594350550834,0.8424151017990428,1.7359262660723644,0.5042201431505754,1.348273994963147,0.7685666197485873,0.17670217346937434,-0.0030386366939425535,-1.690265778512596,1.4554002520619904,-0.5445582842194523,1.6467834398191905,-0.8712217074738622,0.0
6,3.5923031395273823,3.830062509698487,4.28255045890551,2.4981414127498747,3.1681578932349943,3.4946734171637774,4.316429635939011,2.7048234016969195,2.369012983646373,3.539288320911607,3.523725341039035,1.882311841945844,2.703873941071197,3.7042959735400403,5.81844569963471,5.549118320722254,1.3529688760667182,3.3160331801776044,3.816626023339651,3.909123380906382,1.0
7,1.3880430994993034,-1.119510868040255,0.8077937579027596,-1.0830573000803911,-0.5334016614450021,1.1355767918723494,4.593627356670663,4.0043682724001615,0.18825119790619804,1.0684182882271807,-0.07757230109078339,3.326259479293472,-0.1418363917275023,-0.5232844076838876,-0.1297366904119579,1.0463282569075947,-0.5707504755309225,-0.14615888714709735,2.4969141460326574,-2.4201481251659613,0.0
8,0.8591826498924244,2.6986613502449344,0.5283118350228946,-2.5260945665301557,0.7372753276955166,1.4697746535512368,0.0042483282198528816,-0.5541377038130193,1.5913992289904664,0.3090954509834365,2.0445878009591545,0.6291192693976426,-1.0811017671092666,0.9249588365573449,0.20701865220307059,-0.27047903099826254,1.8666266684747863,1.382375218158351,1.3567968189055057,-2.503807862696233,1.0
9,1.8335836572470279,4.010851380726399,2.66936803754643,3.5640129568017853,3.8965113644290916,1.6071226653125663,3.136841814695213,1.186117600015435,3.695987492509442,3.5608439934223863,2.1904007081095407,2.6026122281165405,1.9069819131107157,2.872590168906824,3.8858608404831854,2.8945754318817842,3.7615946365343467,3.244273552162322,1.8779841863555218,2.213049988187829,1.0
