,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,0.19,0.33,0.02,0.9,0.12,0.17,0.34,0.47,0.29,0.32,0.2,1.0,0.37,0.72,0.34,0.6,0.29,0.15,0.43,0.39,0.4,0.39,0.32,0.27,0.27,0.36,0.41,0.08,0.19,0.1,0.18,0.48,0.27,0.68,0.23,0.41,0.25,0.52,0.68,0.4,0.75,0.75,0.35,0.55,0.59,0.61,0.56,0.74,0.76,0.04,0.14,0.03,0.24,0.27,0.37,0.39,0.07,0.07,0.08,0.08,0.89,0.06,0.14,0.13,0.33,0.39,0.28,0.55,0.09,0.51,0.5,0.21,0.71,0.52,0.05,0.26,0.65,0.14,0.06,0.22,0.19,0.18,0.36,0.35,0.38,0.34,0.38,0.46,0.25,0.04,0.0,0.12,0.42,0.5,0.51,0.64,0.03,0.13,0.96,0.17,0.06,0.18,0.44,0.13,0.94,0.93,0.03,0.07,0.1,0.07,0.02,0.57,0.29,0.12,0.26,0.2,0.06,0.04,0.9,0.5,0.32,0.14,0.2
1,0.0,0.16,0.12,0.74,0.45,0.07,0.26,0.59,0.35,0.27,0.02,1.0,0.31,0.72,0.11,0.45,0.25,0.29,0.39,0.29,0.37,0.38,0.33,0.16,0.3,0.22,0.35,0.01,0.24,0.14,0.24,0.3,0.27,0.73,0.57,0.15,0.42,0.36,1.0,0.63,0.91,1.0,0.29,0.43,0.47,0.6,0.39,0.46,0.53,0.0,0.24,0.01,0.52,0.62,0.64,0.63,0.25,0.27,0.25,0.23,0.84,0.1,0.16,0.1,0.17,0.29,0.17,0.26,0.2,0.82,0.0,0.02,0.79,0.24,0.02,0.25,0.65,0.16,0.0,0.21,0.2,0.21,0.42,0.38,0.4,0.37,0.29,0.32,0.18,0.0,0.0,0.21,0.5,0.34,0.6,0.52,0.06643449678255822,0.08987670509583848,1.0471821236975507,0.2806014537552183,0.23250138046425983,0.35935257672355336,0.3299237847469093,0.15088169371601623,0.6824778480110456,0.8434493058810799,0.4427863840718006,0.24906225649894273,0.24313905849557613,0.40495276900818944,0.1782295251445398,0.7469198285903121,0.22911025795994885,0.02,0.12,0.45,0.00511718631376357,0.15352184427211474,0.6659806781524055,0.03710576510687999,0.0,0.09781186407878717,0.67
2,0.0,0.42,0.49,0.56,0.17,0.04,0.39,0.47,0.28,0.32,0.0,0.0,0.3,0.58,0.19,0.39,0.38,0.4,0.84,0.28,0.27,0.29,0.27,0.07,0.29,0.28,0.39,0.01,0.27,0.27,0.43,0.19,0.36,0.58,0.32,0.29,0.49,0.32,0.63,0.41,0.71,0.7,0.45,0.42,0.44,0.43,0.43,0.71,0.67,0.01,0.46,0.0,0.07,0.06,0.15,0.19,0.02,0.02,0.04,0.05,0.88,0.04,0.2,0.2,0.46,0.52,0.43,0.42,0.15,0.51,0.5,0.01,0.86,0.41,0.29,0.3,0.52,0.47,0.45,0.18,0.17,0.16,0.27,0.29,0.27,0.31,0.48,0.39,0.28,0.0,0.0,0.14,0.49,0.54,0.67,0.56,0.06310379641803904,0.14818342902271506,1.020143861950592,0.13482949867586785,0.1405253173885619,0.05820975023059237,0.15328736094858694,0.24951812062283926,0.7533128436990093,0.8771077552039563,0.08526658233916966,0.1960384833956034,0.2846893868613069,0.1631795262465184,0.028967839345346167,0.5670955845220462,0.43858978595532105,0.01,0.21,0.02,0.017124154935849893,0.03397828377572679,0.510942385924918,0.8402556302212345,0.0,0.21053671924049658,0.43
3,0.04,0.77,1.0,0.08,0.12,0.1,0.51,0.5,0.34,0.21,0.06,1.0,0.58,0.89,0.21,0.43,0.36,0.2,0.82,0.51,0.36,0.4,0.39,0.16,0.25,0.36,0.44,0.01,0.1,0.09,0.25,0.31,0.33,0.71,0.36,0.45,0.37,0.39,0.34,0.45,0.49,0.44,0.75,0.65,0.54,0.83,0.65,0.85,0.86,0.03,0.33,0.02,0.11,0.2,0.3,0.31,0.05,0.08,0.11,0.11,0.81,0.08,0.56,0.62,0.85,0.77,1.0,0.94,0.12,0.01,0.5,0.01,0.97,0.96,0.6,0.47,0.52,0.11,0.11,0.24,0.21,0.19,0.75,0.7,0.77,0.89,0.63,0.51,0.47,0.0,0.0,0.19,0.3,0.73,0.64,0.65,0.16503768666749577,0.09242209852421729,1.0260479934789863,0.24815767711327474,0.06076754242919858,0.3260371184679054,0.4932758012788935,0.06961684685001382,0.46601475316473073,0.9228568733848314,0.2955388442097651,0.035313621478270274,0.2565326831627248,0.4146248379539712,0.02751493274587613,0.3939820027337512,0.21565536083991582,0.02,0.39,0.28,0.34211954636338215,0.04353751550530733,0.6019272679932973,0.5749115053458265,0.0,0.34096028399602046,0.12
4,0.01,0.55,0.02,0.95,0.09,0.05,0.38,0.38,0.23,0.36,0.02,0.9,0.5,0.72,0.16,0.68,0.44,0.11,0.71,0.46,0.43,0.41,0.28,0.0,0.74,0.51,0.48,0.0,0.06,0.25,0.3,0.33,0.12,0.65,0.67,0.38,0.42,0.46,0.22,0.27,0.2,0.21,0.51,0.91,0.91,0.89,0.85,0.4,0.6,0.0,0.06,0.0,0.03,0.07,0.2,0.27,0.01,0.02,0.04,0.05,0.88,0.05,0.16,0.19,0.59,0.6,0.37,0.89,0.02,0.19,0.5,0.01,0.89,0.87,0.04,0.55,0.73,0.05,0.14,0.31,0.31,0.3,0.4,0.36,0.38,0.38,0.22,0.51,0.21,0.0,0.0,0.11,0.72,0.64,0.61,0.53,0.06947468959815134,0.10076054721045083,1.0556244722934918,0.26764374914966305,0.2006087748962686,0.37254389670415367,0.3563870019588122,0.20942215775928,0.5014475251969696,0.8670741943999751,0.2628750314503856,0.1872915588735436,0.00023724990086860923,0.43995454034387826,0.011602534535949541,0.4084325627967112,0.3462854712390156,0.04,0.09,0.02,0.15228458243600684,0.07048657215908666,0.6613120108920405,0.12043484849557189,0.0,0.039384563497516505,0.03
5,0.02,0.28,0.06,0.54,1.0,0.25,0.31,0.48,0.27,0.37,0.04,1.0,0.52,0.68,0.2,0.61,0.28,0.15,0.25,0.62,0.72,0.76,0.77,0.28,0.52,0.48,0.6,0.01,0.12,0.13,0.12,0.8,0.1,0.65,0.19,0.77,0.06,0.91,0.49,0.57,0.61,0.58,0.44,0.62,0.69,0.87,0.53,0.3,0.43,0.0,0.11,0.04,0.3,0.35,0.43,0.47,0.5,0.5,0.56,0.57,0.45,0.28,0.25,0.19,0.29,0.53,0.18,0.39,0.26,0.73,0.0,0.02,0.84,0.3,0.16,0.28,0.25,0.02,0.05,0.94,1.0,1.0,0.67,0.63,0.68,0.62,0.47,0.59,0.11,0.0,0.0,0.7,0.42,0.49,0.73,0.64,0.05133805741772401,0.0648150490146944,0.8579987930167334,0.16595620829442692,0.24882057686917367,0.3032032671093259,0.32365934849682987,0.3291828999517634,0.7845035377772185,0.8473536225862143,0.2894562800538429,0.24300580859163548,0.14251381748782996,0.35280413803234123,0.10177755026762984,0.46164155204876894,0.48514426087883705,0.01,0.58,0.1,0.05760377727977587,0.046176287789205274,0.7581482182901064,0.6186117259003403,0.0,0.3110955721247435,0.14
6,0.01,0.39,0.0,0.98,0.06,0.02,0.3,0.37,0.23,0.6,0.02,0.81,0.42,0.5,0.23,0.68,0.61,0.21,0.54,0.43,0.47,0.44,0.4,0.24,0.86,0.24,0.36,0.01,0.11,0.29,0.41,0.36,0.28,0.54,0.44,0.53,0.33,0.49,0.25,0.34,0.28,0.28,0.42,0.77,0.81,0.79,0.74,0.57,0.62,0.0,0.13,0.01,0.0,0.02,0.02,0.1,0.0,0.01,0.01,0.03,0.73,0.05,0.12,0.13,0.42,0.54,0.24,0.65,0.03,0.46,0.5,0.01,0.89,0.57,0.09,0.49,0.38,0.05,0.05,0.37,0.38,0.39,0.26,0.35,0.42,0.35,0.46,0.44,0.31,0.0,0.0,0.15,0.81,0.77,0.91,0.84,0.08218958984593959,0.20343888906812577,1.0372177224898205,0.39561212538466245,0.23404599396027193,0.33025905707740233,0.18368942080300837,0.1873478417770974,0.8028047413033487,0.792388802952515,0.05301437228781721,0.08109700565250424,0.17326364283308812,0.07264799669141765,0.1824919402996214,0.5349367038924452,0.0828039742918692,0.05,0.08,0.06,0.08097791932389456,0.08504864365791089,0.6969490376046112,0.20628599652277196,0.0,0.1579848253167251,0.03
7,0.01,0.74,0.03,0.46,0.2,1.0,0.52,0.55,0.36,0.35,0.0,0.0,0.16,0.44,1.0,0.23,0.53,0.97,0.41,0.15,0.1,0.12,0.08,0.17,0.27,0.18,0.21,0.03,0.64,0.96,0.82,0.12,1.0,0.26,0.43,0.34,0.71,0.18,0.38,0.47,0.59,0.52,0.78,0.45,0.43,0.34,0.34,0.29,0.27,0.02,0.5,0.02,0.5,0.59,0.65,0.59,0.69,0.72,0.71,0.6,0.12,0.93,0.74,0.75,0.8,0.68,0.92,0.39,0.89,0.66,0.0,0.01,0.91,0.46,0.22,0.37,0.6,0.28,0.23,0.15,0.13,0.13,0.21,0.24,0.25,0.24,0.64,0.59,0.28,0.0,0.0,0.59,0.58,0.52,0.79,0.78,0.1695376648861544,0.28814187543864944,0.8261206855512657,0.21282940804639106,0.04093600017456051,0.21088449159915681,0.5122889630354523,0.26769544730662365,0.8020493819297727,0.9391780451732619,0.4349862301008819,0.12878283782749902,0.12039340479376175,0.06119431271778336,0.15158618369557977,0.36304618719130594,0.18375513527318424,0.01,0.33,0.0,0.19336175568895028,0.06842796943444746,0.5648860656536376,0.7622903814290021,0.0,0.18462578121856074,0.55
8,0.03,0.34,0.2,0.84,0.02,0.0,0.38,0.45,0.28,0.48,0.04,1.0,0.17,0.47,0.36,0.34,0.55,0.48,0.43,0.21,0.23,0.23,0.19,0.1,0.26,0.29,0.22,0.04,0.45,0.52,0.59,0.17,0.55,0.43,0.59,0.36,0.64,0.29,0.62,0.26,0.66,0.67,0.37,0.51,0.55,0.58,0.47,0.65,0.64,0.02,0.29,0.0,0.12,0.09,0.07,0.13,0.0,0.0,0.0,0.0,0.99,0.01,0.12,0.12,0.35,0.38,0.33,0.5,0.1,0.64,0.0,0.04,0.72,0.49,0.05,0.49,0.5,0.57,0.22,0.07,0.07,0.08,0.14,0.17,0.16,0.15,0.38,0.13,0.36,0.01,0.0,0.01,0.78,0.48,0.79,0.75,0.0966544423682252,0.32730392998739327,1.0306177277833677,0.11032438568847315,0.09561218583728043,0.09040040693239793,0.4749592115585838,0.20275295095072157,0.46871739528458783,0.8495046837388867,0.18573654134461712,0.28839197431702723,0.2902450336129612,0.4379800782314015,0.1763920837876452,0.6099202700514739,0.318874524549091,0.04,0.17,0.04,0.29932277285827535,0.11123281072309589,0.8820320255287788,0.23440510924356692,0.0,0.1803419255189866,0.53
9,0.01,0.4,0.06,0.87,0.3,0.03,0.9,0.82,0.8,0.39,0.02,1.0,0.54,0.59,0.22,0.86,0.42,0.02,0.31,0.85,0.89,0.94,0.11,0.09,0.33,0.17,0.8,0.0,0.11,0.04,0.03,1.0,0.11,0.44,0.2,1.0,0.02,0.96,0.3,0.85,0.39,0.36,0.31,0.65,0.73,0.78,0.67,0.72,0.71,0.0,0.07,0.01,0.41,0.44,0.52,0.48,0.22,0.21,0.22,0.19,0.85,0.03,0.09,0.06,0.15,0.34,0.05,0.48,0.03,0.58,0.0,0.02,0.72,0.38,0.07,0.47,0.04,0.01,0.0,0.63,0.71,0.79,0.44,0.42,0.47,0.41,0.23,0.27,0.28,0.0,0.0,0.22,0.42,0.34,0.23,0.09,0.101288045567105,0.2886809326159848,0.8815925537682119,0.18845635647768433,0.1695104735643214,0.11739010283457076,0.5108272693298159,0.16388401366085492,0.7665022219749954,0.8780036191923856,0.3687577127495851,0.11094378990761553,0.18212391495470406,0.2996248769757134,0.1707182161684001,0.4397859766116098,0.5186395153231786,0.0,0.47,0.11,0.09355020416923607,0.09592335076455906,0.603000559475974,0.1353239785919195,0.0,0.038578356046493484,0.15
